Province name,Province number,Development,Base Tax,Base Production,Base manpower,Owner,Trade good,Trade node,Terrain,Religion,Owner religious status,Culture,Owner cultural status,Colonized,Has port,Climate,Winter,Monsoon,Area,Region,Superregion,Continent
Seven_Stone_Trolls,1051,3,1,1,1,None,unknown,trollsbay,coastline,dotimism,N/A,boek,N/A,False,True,temperate,no_winter,no_monsoon,vincenton_area,trollsbay_region,ruined_sea_superregion,north_america
Saamiribar,1052,5,2,3,1,None,unknown,cheshoshmar,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,saamirses_area,ruined_isles_region,ruined_sea_superregion,south_america
Ulmisore,1053,4,1,2,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,saamirses_area,ruined_isles_region,ruined_sea_superregion,south_america
Uturakal,1054,4,2,2,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,saamirses_area,ruined_isles_region,ruined_sea_superregion,south_america
Travellers_Rest,1055,4,2,2,1,None,unknown,ruined_sea,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wanderers_gate_area,ruined_isles_region,ruined_sea_superregion,south_america
Irmathuan,1056,3,2,1,1,None,unknown,banished_isles,savannah,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,pirendral_area,ruined_isles_region,ruined_sea_superregion,south_america
Qathcel,1057,6,3,4,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,pirendral_area,ruined_isles_region,ruined_sea_superregion,south_america
Gate_Islands,1058,5,1,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wanderers_gate_area,ruined_isles_region,ruined_sea_superregion,south_america
Bronnail,1059,3,1,1,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,trapwall_jungle_area,ravenous_isle_region,ruined_sea_superregion,south_america
Docheamur,1060,3,1,1,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,trapwall_jungle_area,ravenous_isle_region,ruined_sea_superregion,south_america
Vardihen,1061,3,1,1,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,trapwall_jungle_area,ravenous_isle_region,ruined_sea_superregion,south_america
Eadohas,1062,3,1,1,1,None,unknown,ruined_sea,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,despondence_coast_area,ravenous_isle_region,ruined_sea_superregion,south_america
Cape_of_Revelation,1063,3,1,1,1,None,unknown,ruined_sea,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,despondence_coast_area,ravenous_isle_region,ruined_sea_superregion,south_america
Mortrin,1064,3,1,1,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,silvertennar_area,ravenous_isle_region,ruined_sea_superregion,south_america
Ineilaine,1065,3,1,1,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,silvertennar_area,ravenous_isle_region,ruined_sea_superregion,south_america
Bacadh_Tras,1066,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,sanctuary_fields_area,ravenous_isle_region,ruined_sea_superregion,south_america
Ochchus_Coast,1067,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,sanctuary_fields_area,ravenous_isle_region,ruined_sea_superregion,south_america
Ciallaire,1068,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,sanctuary_fields_area,ravenous_isle_region,ruined_sea_superregion,south_america
Lethpaiss,1069,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,jungles_welcome_area,ravenous_isle_region,ruined_sea_superregion,south_america
Faliltverten,1070,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,jungles_welcome_area,ravenous_isle_region,ruined_sea_superregion,south_america
Sheah_Frigoria,1071,3,2,1,1,None,unknown,soruin,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,torrisheah_area,ruined_isles_region,ruined_sea_superregion,south_america
Gearum_Rog,1072,4,1,2,1,None,unknown,soruin,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,despondence_coast_area,ravenous_isle_region,ruined_sea_superregion,south_america
Sheahin,1073,3,2,1,1,None,unknown,soruin,jungle,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,torrisheah_area,ruined_isles_region,ruined_sea_superregion,south_america
Arore,1074,5,1,3,1,None,unknown,soruin,hills,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,torrisheah_area,ruined_isles_region,ruined_sea_superregion,south_america
Graxarr,1075,7,4,5,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,mykx_isles_area,ruined_isles_region,ruined_sea_superregion,south_america
Unitz,1076,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,mykx_isles_area,ruined_isles_region,ruined_sea_superregion,south_america
Madarr,1077,5,3,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,mykx_isles_area,ruined_isles_region,ruined_sea_superregion,south_america
Graxilzin,1078,5,4,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,mykx_isles_area,ruined_isles_region,ruined_sea_superregion,south_america
Breccia_Stacks,1079,6,4,4,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,breccia_peaks_area,ruined_isles_region,ruined_sea_superregion,south_america
Splashback,1080,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,breccia_peaks_area,ruined_isles_region,ruined_sea_superregion,south_america
Melted_Detritus,1081,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,breccia_peaks_area,ruined_isles_region,ruined_sea_superregion,south_america
Busted_Rocks,1082,4,1,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,breccia_peaks_area,ruined_isles_region,ruined_sea_superregion,south_america
North_Verten,1083,7,5,5,1,None,unknown,ruined_sea,grasslands,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,verten_area,ruined_isles_region,ruined_sea_superregion,south_america
West_Verten,1084,3,1,1,1,None,unknown,ruined_sea,savannah,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,verten_area,ruined_isles_region,ruined_sea_superregion,south_america
Pirates_Retreat,1085,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,the_bend_area,ruined_isles_region,ruined_sea_superregion,south_america
New_Calas,1086,5,2,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,the_bend_area,ruined_isles_region,ruined_sea_superregion,south_america
Marail,1087,4,4,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,the_bend_area,ruined_isles_region,ruined_sea_superregion,south_america
Glorious_Views,1088,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_plenty_area,ruined_isles_region,ruined_sea_superregion,south_america
Untamed_Paradise,1089,7,2,5,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_plenty_area,ruined_isles_region,ruined_sea_superregion,south_america
Endless_Sun,1090,4,1,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_plenty_area,ruined_isles_region,ruined_sea_superregion,south_america
Perfect_Beaches,1091,5,1,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_plenty_area,ruined_isles_region,ruined_sea_superregion,south_america
Devine_Vines,1092,6,2,4,1,None,unknown,ruined_sea,jungle,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wet_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
Sudden_Quagmire,1093,5,2,3,1,None,unknown,ruined_sea,jungle,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wet_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
Abrupt_Drops,1094,4,2,2,1,None,unknown,ruined_sea,hills,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,dry_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
Instant_Thirst,1095,3,1,1,1,None,unknown,ruined_sea,coastal_desert,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,dry_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
South_Reprieve,1096,3,1,1,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wet_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
North_Reprieve,1097,3,1,1,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,dry_trickster_isle_area,ruined_isles_region,ruined_sea_superregion,south_america
The_Speck,1098,4,2,2,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,unstill_waters_area,ruined_isles_region,ruined_sea_superregion,south_america
Ruined_Stacks,1099,4,3,2,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,unstill_waters_area,ruined_isles_region,ruined_sea_superregion,south_america
Plenty_Far,1100,4,2,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,plenty_far_area,soruin_region,effelai_superregion,south_america
New_Ainway,1101,4,3,2,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,the_bend_area,ruined_isles_region,ruined_sea_superregion,south_america
Reapers_Due,1102,3,1,1,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,unstill_waters_area,ruined_isles_region,ruined_sea_superregion,south_america
Crownisle,1103,5,2,3,1,None,unknown,ruined_sea,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,the_bend_area,ruined_isles_region,ruined_sea_superregion,south_america
Chesh,1104,4,1,2,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,unstill_waters_area,ruined_isles_region,ruined_sea_superregion,south_america
Isle_of_Life,1105,5,2,3,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_transition_area,ruined_isles_region,ruined_sea_superregion,south_america
Isle_of_Death,1106,3,1,1,1,None,unknown,cheshoshmar,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,isles_of_transition_area,ruined_isles_region,ruined_sea_superregion,south_america
Vertencost,1107,3,1,1,1,None,unknown,banished_isles,jungle,,N/A,,N/A,False,True,tropical,no_winter,no_monsoon,silvertennar_area,ravenous_isle_region,ruined_sea_superregion,south_america
Murmas,1108,3,1,1,1,None,unknown,banished_isles,grasslands,,N/A,,N/A,False,False,temperate,no_winter,no_monsoon,sanctuary_fields_area,ravenous_isle_region,ruined_sea_superregion,south_america
Argnarod,1109,3,1,1,1,H18 - Gelcolle,naval_supplies,eordand,forest,winter_court,Same religion,snecboth,Same culture,False,False,temperate,severe_winter,no_monsoon,medhan_area,randrunnse_region,eordand_superregion,north_america
Gelcolle,1112,6,2,2,2,H18 - Gelcolle,fur,eordand,forest,winter_court,Same religion,snecboth,Same culture,False,False,temperate,severe_winter,no_monsoon,fogharbac_area,randrunnse_region,eordand_superregion,north_america
Cardumh,1118,6,2,2,2,H11 - Sglard,copper,eordand,woods,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,sglolad_area,glorelthir_region,eordand_superregion,north_america
Fadhrik,1122,4,1,2,1,H18 - Gelcolle,fur,eordand,forest,winter_court,Same religion,snecboth,Same culture,False,False,temperate,severe_winter,no_monsoon,fardach_area,randrunnse_region,eordand_superregion,north_america
Modslivern,1123,4,1,2,1,None,unknown,sella,woods,weeping_mother,N/A,bloodfeeders,N/A,False,False,temperate,severe_winter,no_monsoon,middle_sella_area,bloodgroves_region,ruined_sea_superregion,north_america
Malpadh,1125,6,3,2,2,H10 - Einnsag,fish,eordand,hills,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,ruigfar_area,glorelthir_region,eordand_superregion,north_america
Arvezl,1148,5,2,1,2,U24 - Arvezl,cloth,lower_ynn,farmlands,ynn_river_worship,Same religion,sarda,Same culture,False,False,temperate,mild_winter,no_monsoon,ynncytr_area,sarda_region,ynn_superregion,north_america
Nauiryvis,1149,3,1,1,1,None,unknown,lower_ynn,marsh,rune_scribes,N/A,veykodan,N/A,False,False,temperate,mild_winter,no_monsoon,ynncytr_area,sarda_region,ynn_superregion,north_america
Vathres,1151,4,1,2,1,None,unknown,lower_ynn,farmlands,rune_scribes,N/A,veykodan,N/A,False,False,temperate,normal_winter,no_monsoon,osindain_area,veykoda_region,ynn_superregion,north_america
Idsetdain,1154,3,1,1,1,None,unknown,lower_ynn,woods,rune_scribes,N/A,veykodan,N/A,False,False,temperate,severe_winter,no_monsoon,osindain_area,veykoda_region,ynn_superregion,north_america
Delanydon,1155,6,2,2,2,None,unknown,lower_ynn,farmlands,rune_scribes,N/A,veykodan,N/A,False,False,temperate,mild_winter,no_monsoon,ynncytr_area,sarda_region,ynn_superregion,north_america
Iorzierem,1156,3,1,1,1,None,unknown,lower_ynn,woods,rune_scribes,N/A,veykodan,N/A,False,False,temperate,severe_winter,no_monsoon,vaerhan_area,veykoda_region,ynn_superregion,north_america
Ylnnfidin,1157,3,2,1,1,None,unknown,lower_ynn,woods,rune_scribes,N/A,veykodan,N/A,False,False,temperate,normal_winter,no_monsoon,vaerhan_area,veykoda_region,ynn_superregion,north_america
Neyholar,1159,4,1,2,1,None,{,lower_ynn,hills,rune_scribes,N/A,veykodan,N/A,False,False,temperate,severe_winter,no_monsoon,balgabar_area,veykoda_region,ynn_superregion,north_america
Talmsild,1162,4,3,2,1,None,unknown,upper_ynn,farmlands,rune_scribes,N/A,veykodan,N/A,False,False,temperate,normal_winter,no_monsoon,balgabar_area,veykoda_region,ynn_superregion,north_america
Sethcalrm,1176,4,2,2,1,None,unknown,upper_ynn,hills,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,balgabar_area,veykoda_region,ynn_superregion,north_america
Frondvagr,1202,6,2,2,2,None,unknown,dalaire,farmlands,dotimism,N/A,teira,N/A,False,True,temperate,normal_winter,no_monsoon,frondvagr_area,dalaire_region,north_aelantir_superregion,north_america
Ambrstrond,1203,4,1,2,1,None,unknown,dalaire,farmlands,dotimism,N/A,teira,N/A,False,True,temperate,normal_winter,no_monsoon,teirawood_border_area,dalaire_region,north_aelantir_superregion,north_america
Gufvidr,1204,3,1,1,1,None,unknown,dalaire,forest,dotimism,N/A,teira,N/A,False,True,temperate,normal_winter,no_monsoon,teirawood_border_area,dalaire_region,north_aelantir_superregion,north_america
Forlorn_Isle,1205,3,1,1,1,None,unknown,dalaire,coastline,,N/A,,N/A,False,True,temperate,normal_winter,no_monsoon,stalwart_outpost_area,dalaire_region,north_aelantir_superregion,north_america
Fjelstron,1206,3,1,1,1,None,unknown,dalaire,mountain,dotimism,N/A,teira,N/A,False,True,temperate,severe_winter,no_monsoon,flottnord_area,dalaire_region,north_aelantir_superregion,north_america
Teiraine,1207,7,3,3,2,None,incense,dalaire,farmlands,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,frondvagr_area,dalaire_region,north_aelantir_superregion,north_america
Teirawood,1208,4,1,2,1,None,unknown,dalaire,forest,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,glowing_eye_wood_area,dalaire_region,north_aelantir_superregion,north_america
Nedfot,1209,3,1,1,1,None,unknown,dalaire,hills,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,glowing_eye_wood_area,dalaire_region,north_aelantir_superregion,north_america
Cerrik,1210,3,2,1,1,None,unknown,dalaire,forest,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,glowing_eye_wood_area,dalaire_region,north_aelantir_superregion,north_america
Orlas,1211,3,1,1,1,None,unknown,dalaire,hills,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,orlas_area,dalaire_region,north_aelantir_superregion,north_america
Glioslun,1212,3,1,1,1,None,unknown,dalaire,forest,dotimism,N/A,teira,N/A,False,False,temperate,normal_winter,no_monsoon,orlas_area,dalaire_region,north_aelantir_superregion,north_america
Hasyni,1213,3,1,1,1,None,unknown,dalaire,mountain,dotimism,N/A,teira,N/A,False,True,temperate,severe_winter,no_monsoon,flottnord_area,dalaire_region,north_aelantir_superregion,north_america
Votsend,1214,4,3,2,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,temperate,severe_winter,no_monsoon,flottnord_area,dalaire_region,north_aelantir_superregion,north_america
Stolkltur,1215,3,1,1,1,None,unknown,dalaire,mountain,dotimism,N/A,teira,N/A,False,True,temperate,severe_winter,no_monsoon,flottnord_area,dalaire_region,north_aelantir_superregion,north_america
Baidhvar,1216,3,2,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,ildavar_area,dalaire_region,north_aelantir_superregion,north_america
Reianobaith,1217,3,2,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,ildavar_area,dalaire_region,north_aelantir_superregion,north_america
Gahmuis,1218,4,2,2,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,eabhagahm_area,dalaire_region,north_aelantir_superregion,north_america
Tlemjord,1219,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,temperate,severe_winter,no_monsoon,sjavarrust_area,dalaire_region,north_aelantir_superregion,north_america
Kalgre,1220,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,sjavarrust_area,dalaire_region,north_aelantir_superregion,north_america
Wanderers_Bay,1221,4,3,2,1,None,unknown,ruined_sea,savannah,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,wanderers_gate_area,ruined_isles_region,ruined_sea_superregion,south_america
Brotistar,1222,3,2,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,klakutleg_area,dalaire_region,north_aelantir_superregion,north_america
Nurmar,1223,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,False,arctic,severe_winter,no_monsoon,eabhagahm_area,dalaire_region,north_aelantir_superregion,north_america
Belochenn,1224,4,2,2,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,eabhagahm_area,dalaire_region,north_aelantir_superregion,north_america
Yefalaus,1225,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,False,arctic,severe_winter,no_monsoon,klakutleg_area,dalaire_region,north_aelantir_superregion,north_america
Ddwfntaro,1226,3,2,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,False,arctic,severe_winter,no_monsoon,dhaintudadd_area,dalaire_region,north_aelantir_superregion,north_america
Ndvariond,1229,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,throngrpuntur_area,dalaire_region,north_aelantir_superregion,north_america
Grimmstig,1231,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,throngrpuntur_area,dalaire_region,north_aelantir_superregion,north_america
Beinijord,1232,3,1,1,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,throngrpuntur_area,dalaire_region,north_aelantir_superregion,north_america
Proiatudadd,1233,4,2,2,1,None,unknown,dalaire,marsh,dotimism,N/A,teira,N/A,False,True,arctic,severe_winter,no_monsoon,dhaintudadd_area,dalaire_region,north_aelantir_superregion,north_america
Cymgab,1236,4,3,2,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,fionveren_area,dalaire_region,north_aelantir_superregion,north_america
Irmathaine,1237,3,2,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,fionveren_area,dalaire_region,north_aelantir_superregion,north_america
Vartrin,1238,3,2,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,fionveren_area,dalaire_region,north_aelantir_superregion,north_america
Ainetrin,1239,3,2,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,False,temperate,severe_winter,no_monsoon,fionveren_area,dalaire_region,north_aelantir_superregion,north_america
Themarvar,1240,3,1,1,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,True,arctic,severe_winter,no_monsoon,arbcost_area,dalaire_region,north_aelantir_superregion,north_america
Aineuan,1241,4,2,2,1,None,unknown,dalaire,forest,animism,N/A,cursed_ones,N/A,False,True,arctic,severe_winter,no_monsoon,arbcost_area,dalaire_region,north_aelantir_superregion,north_america
Iadhthil,1243,4,2,2,1,None,unknown,broken_sea,glacier,etchings_of_the_deep,N/A,ice_sleepers,N/A,False,True,arctic,severe_winter,no_monsoon,arbcost_area,dalaire_region,north_aelantir_superregion,north_america
Lessor_Tussock,1306,3,1,1,1,None,unknown,soruin,grasslands,senanset,N/A,soruinic,N/A,False,True,temperate,no_winter,no_monsoon,plenty_far_area,soruin_region,effelai_superregion,south_america
Hrelabzan,1769,3,1,1,1,None,unknown,broken_sea,hills,vechnogejzn,N/A,old_rzentur,N/A,False,True,arctic,severe_winter,no_monsoon,ledtocin_area,broken_isles_region,north_aelantir_superregion,north_america
Aerin,1770,3,1,1,1,None,unknown,broken_sea,glacier,etchings_of_the_deep,N/A,ice_sleepers,N/A,False,True,arctic,severe_winter,no_monsoon,ledtocin_area,broken_isles_region,north_aelantir_superregion,north_america
Knofirm,1771,4,2,2,1,H12 - Raithtall,fish,eordand,woods,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,tamharcroc_area,randrunnse_region,eordand_superregion,north_america
Nazobcanobst,1772,3,1,1,1,None,unknown,broken_sea,hills,vechnogejzn,N/A,old_rzentur,N/A,False,True,arctic,severe_winter,no_monsoon,anholtir_area,randrunnse_region,eordand_superregion,north_america
Gemradcurt,1775,10,4,4,3,H16 - Gemradcurt,incense,eigras,forest,winter_court,Same religion,snecboth,Same culture,False,False,temperate,severe_winter,no_monsoon,gemradcurt_area,randrunnse_region,eordand_superregion,north_america
Toreipadh,1776,3,1,1,1,None,unknown,eigras,hills,winter_court,N/A,snecboth,N/A,False,True,temperate,severe_winter,no_monsoon,armonadh_area,randrunnse_region,eordand_superregion,north_america
Fasacglan,1777,3,1,1,1,H19 - Strutmar,fur,eigras,forest,winter_court,Same religious group,snecboth,Same culture group,False,False,temperate,severe_winter,no_monsoon,medhan_area,randrunnse_region,eordand_superregion,north_america
Wyltgawin,1778,3,1,1,1,None,unknown,eigras,woods,winter_court,N/A,snecboth,N/A,False,True,temperate,severe_winter,no_monsoon,armonadh_area,randrunnse_region,eordand_superregion,north_america
Darsnech,1780,4,2,2,1,H13 - Jhorgashirr,fish,eigras,grasslands,winter_court,Same religious group,snecboth,Same culture group,False,True,temperate,normal_winter,no_monsoon,jhorgashirr_area,randrunnse_region,eordand_superregion,north_america
Slegcal,1809,7,3,3,2,H15 - Slegcal,gems,eigras,grasslands,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,galbhan_area,randrunnse_region,eordand_superregion,north_america
Monkriok,1813,4,1,2,1,H15 - Slegcal,copper,eigras,steppe,winter_court,Same religious group,snecboth,Same culture group,False,False,temperate,normal_winter,no_monsoon,galbhan_area,randrunnse_region,eordand_superregion,north_america
Hitsby,1867,3,1,1,1,None,unknown,trollsbay,grasslands,dotimism,N/A,boek,N/A,False,True,temperate,no_winter,no_monsoon,umuhit_area,trollsbay_region,ruined_sea_superregion,north_america
Truculence,1869,3,2,1,1,G08 - Shofa,unknown,trollsbay,woods,dotimism,Different culture group,boek,Same culture group,False,False,temperate,no_winter,no_monsoon,valorpoint_area,trollsbay_region,ruined_sea_superregion,north_america
Cestirmark,1871,3,1,1,1,None,unknown,sella,grasslands,dotimism,N/A,boek,N/A,False,True,temperate,no_winter,no_monsoon,cestirmark_area,trollsbay_region,ruined_sea_superregion,north_america
Inekshut,1873,5,4,1,2,G42 - Inek,iron,trollsbay,marsh,dotimism,Same religion,boek,Same culture,False,False,temperate,no_winter,no_monsoon,ynnsmouth_area,trollsbay_region,ruined_sea_superregion,north_america
Clafaidh,1875,7,3,3,2,H11 - Sglard,dyes,eordand,farmlands,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,sglolad_area,glorelthir_region,eordand_superregion,north_america
Kaparn,1880,3,1,1,1,G01 - Boek,grain,trollsbay,woods,dotimism,Same religion,boek,Same culture,False,False,temperate,no_winter,no_monsoon,boek_river_area,trollsbay_region,ruined_sea_superregion,north_america
Ruincliff,1901,4,1,2,1,G42 - Inek,unknown,trollsbay,marsh,dotimism,Same religion,boek,Same culture,False,False,temperate,no_winter,no_monsoon,ynnsmouth_area,trollsbay_region,ruined_sea_superregion,north_america
Jayekmoot,1952,6,3,4,1,G41 - Jayek,cocoa,trollsbay,coastline,dotimism,Same religion,boek,Same culture,False,True,temperate,no_winter,no_monsoon,coast_of_isobel_area,trollsbay_region,ruined_sea_superregion,north_america
Hitsgrove,1953,3,1,1,1,None,unknown,trollsbay,woods,dotimism,N/A,boek,N/A,False,False,temperate,no_winter,no_monsoon,umuhit_area,trollsbay_region,ruined_sea_superregion,north_america
Smallmouth,1958,5,3,3,1,G01 - Boek,unknown,trollsbay,grasslands,dotimism,Same religion,boek,Same culture,False,True,temperate,no_winter,no_monsoon,coast_of_isobel_area,trollsbay_region,ruined_sea_superregion,north_america
Backwoods,1959,3,1,1,1,G40 - Tehanek,unknown,trollsbay,woods,dotimism,Same religion,boek,Same culture,False,False,temperate,no_winter,no_monsoon,backwoods_area,trollsbay_region,ruined_sea_superregion,north_america
Dolmthir,1962,6,3,2,2,H15 - Slegcal,fish,eigras,grasslands,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,normal_winter,no_monsoon,galbhan_area,randrunnse_region,eordand_superregion,north_america
Eirminn,1963,5,3,3,1,H15 - Slegcal,fish,eigras,farmlands,winter_court,Same religious group,snecboth,Same culture group,False,True,temperate,normal_winter,no_monsoon,galbhan_area,randrunnse_region,eordand_superregion,north_america
Fogrim,1964,3,2,1,1,H13 - Jhorgashirr,fur,eigras,woods,autumn_court,Same religion,tuathak,Same culture,False,True,temperate,severe_winter,no_monsoon,jhorgashirr_area,randrunnse_region,eordand_superregion,north_america
