Province name,Province number,Development,Base Tax,Base Production,Base manpower,Owner,Trade good,Trade node,Terrain,Religion,Owner religious status,Culture,Owner cultural status,Colonized,Has port,Climate,Winter,Monsoon,Area,Region,Superregion,Continent
Imereti,422,9,3,3,3,IME - Imereti,cloth,crimea,mountain,orthodox,Same religion,georgian,Same culture,True,False,temperate,severe_winter,no_monsoon,imereti_area,caucasia_region,persia_superregion,europe
Kartli,423,8,4,4,2,GEO - Georgia,dyes,crimea,mountain,orthodox,Same religion,georgian,Same culture,True,False,temperate,severe_winter,no_monsoon,kartli_kakheti_area,caucasia_region,persia_superregion,europe
Ardabil,424,9,3,3,3,ARL - Ardabil,dyes,persia,mountain,shiite,Same religion,azerbaijani,Same culture,True,False,temperate,severe_winter,no_monsoon,shirvan_area,caucasia_region,persia_superregion,asia
Dagestan,425,5,3,3,1,SRV - Shirvanshah,fish,astrakhan,drylands,shiite,Same religious group,dagestani,Different culture group,True,False,temperate,mild_winter,no_monsoon,dagestan_area,caucasia_region,persia_superregion,europe
Amol,426,8,4,4,2,TAB - Tabarestan,silk,persia,mountain,shiite,Same religion,mazandarani,Same culture,True,False,temperate,no_winter,no_monsoon,tabarestan_area,persia_region,persia_superregion,asia
Shahrud,427,3,1,1,1,TIM - Timurid,wool,persia,desert,shiite,Same religious group,khorasani,Different culture group,True,False,arid,mild_winter,no_monsoon,iraq_e_ajam_area,persia_region,persia_superregion,asia
Rey,428,13,5,5,4,TIM - Timurid,silk,persia,drylands,shiite,Same religious group,persian,Different culture group,True,False,temperate,normal_winter,no_monsoon,iraq_e_ajam_area,persia_region,persia_superregion,asia
Isfahan,429,10,4,4,3,TIM - Timurid,paper,persia,mountain,shiite,Same religious group,persian,Different culture group,True,False,temperate,mild_winter,no_monsoon,isfahan_area,persia_region,persia_superregion,asia
Bushehr,430,5,3,3,1,FRS - Fars,silk,hormuz,drylands,shiite,Same religion,persian,Same culture,True,True,temperate,no_winter,no_monsoon,persian_gulf_coast,,,asia
Hormuz,431,6,4,4,1,TIM - Timurid,spices,hormuz,drylands,shiite,Same religious group,gulf_arabic,Different culture group,True,True,temperate,no_winter,no_monsoon,mogostan_area,persia_region,persia_superregion,asia
Kerman,432,7,2,3,2,TIM - Timurid,paper,hormuz,desert,shiite,Same religious group,persian,Different culture group,True,False,arid,no_winter,no_monsoon,kerman_area,persia_region,persia_superregion,asia
Dash-i-Lut,433,6,2,2,2,TIM - Timurid,paper,persia,mountain,zoroastrian,Different culture group,persian,Different culture group,True,False,arid,no_winter,no_monsoon,isfahan_area,persia_region,persia_superregion,asia
Quhistan,434,8,2,2,3,BAL - Baluchistan,livestock,hormuz,mountain,sunni,Same religion,baluchi,Same culture,True,False,arid,no_winter,no_monsoon,makran_area,khorasan_region,persia_superregion,asia
Sistan,435,6,2,2,2,SIS - Sistan,wool,persia,mountain,sunni,Same religion,khorasani,Same culture,True,False,arid,mild_winter,no_monsoon,sistan_area,khorasan_region,persia_superregion,asia
Birjand,436,6,2,2,2,TIM - Timurid,cotton,persia,mountain,sunni,Same religion,khorasani,Different culture group,True,False,arid,no_winter,no_monsoon,birjand_area,khorasan_region,persia_superregion,asia
Atak,437,3,1,1,1,TIM - Timurid,livestock,samarkand,desert,sunni,Same religion,turkmeni,Same culture group,True,False,arid,mild_winter,no_monsoon,transcaspia_area,central_asia_region,tartary_superregion,asia
Kara Kum,438,3,1,1,1,TIM - Timurid,livestock,samarkand,desert,sunni,Same religion,turkmeni,Same culture group,True,False,arid,mild_winter,no_monsoon,transcaspia_area,central_asia_region,tartary_superregion,asia
Mangyshlak,439,3,1,1,1,NOG - Nogai,fish,samarkand,desert,sunni,Same religion,nogaybak,Same culture,True,False,temperate,mild_winter,no_monsoon,transcaspia_area,central_asia_region,tartary_superregion,asia
Qaraqalpak,440,9,3,3,3,SHY - Shaybanid,wool,samarkand,desert,sunni,Same religion,uzbehk,Same culture,True,False,temperate,mild_winter,no_monsoon,khiva_area,central_asia_region,tartary_superregion,asia
Khiva,441,9,3,3,3,TIM - Timurid,wool,samarkand,drylands,sunni,Same religion,uzbehk,Same culture,True,False,arid,mild_winter,no_monsoon,khiva_area,central_asia_region,tartary_superregion,asia
Bukhara,442,15,5,5,5,TIM - Timurid,salt,samarkand,drylands,sunni,Same religion,uzbehk,Same culture,True,False,arid,mild_winter,no_monsoon,transoxiana_area,central_asia_region,tartary_superregion,asia
Ust Yurt,443,6,2,2,2,NOG - Nogai,livestock,samarkand,desert,sunni,Same religion,nogaybak,Same culture,True,False,temperate,mild_winter,no_monsoon,transcaspia_area,central_asia_region,tartary_superregion,asia
Charjuy,444,6,2,2,2,TIM - Timurid,livestock,samarkand,drylands,sunni,Same religion,uzbehk,Same culture,True,False,arid,normal_winter,no_monsoon,merv_area,khorasan_region,persia_superregion,asia
Marv,445,7,3,3,2,TIM - Timurid,cotton,samarkand,desert,sunni,Same religion,turkmeni,Same culture group,True,False,temperate,normal_winter,no_monsoon,merv_area,khorasan_region,persia_superregion,asia
Herat,446,11,5,5,3,TIM - Timurid,paper,persia,drylands,sunni,Same religion,khorasani,Different culture group,True,False,temperate,mild_winter,no_monsoon,herat_area,khorasan_region,persia_superregion,asia
Kandahar,447,8,2,2,3,AFG - Afghanistan,cotton,lahore,desert,sunni,Same religion,afghani,Same culture,True,False,arid,mild_winter,no_monsoon,ghor_area,khorasan_region,persia_superregion,asia
Gazni,448,8,2,2,3,AFG - Afghanistan,grain,lahore,mountain,sunni,Same religion,afghani,Same culture,True,False,temperate,severe_winter,no_monsoon,kabulistan_area,khorasan_region,persia_superregion,asia
Ghor,449,10,2,2,4,TIM - Timurid,wool,lahore,mountain,sunni,Same religion,afghani,Different culture group,True,False,temperate,normal_winter,no_monsoon,ghor_area,khorasan_region,persia_superregion,asia
Balkh,450,9,3,3,3,TIM - Timurid,cotton,lahore,drylands,sunni,Same religion,afghani,Different culture group,True,False,temperate,normal_winter,no_monsoon,balkh_area,khorasan_region,persia_superregion,asia
Kabul,451,12,4,4,4,AFG - Afghanistan,gems,lahore,mountain,sunni,Same religion,afghani,Same culture,True,False,temperate,severe_winter,no_monsoon,kabulistan_area,khorasan_region,persia_superregion,asia
Badakhshan,452,3,1,1,1,TIM - Timurid,gems,lahore,mountain,sunni,Same religion,afghani,Different culture group,True,False,temperate,severe_winter,no_monsoon,kabulistan_area,khorasan_region,persia_superregion,asia
Qarshi,453,5,1,1,2,TIM - Timurid,cotton,samarkand,drylands,sunni,Same religion,uzbehk,Same culture,True,False,temperate,normal_winter,no_monsoon,transoxiana_area,central_asia_region,tartary_superregion,asia
Samarkand,454,21,7,7,7,TIM - Timurid,paper,samarkand,drylands,sunni,Same religion,uzbehk,Same culture,True,False,temperate,mild_winter,no_monsoon,transoxiana_area,central_asia_region,tartary_superregion,asia
Kyrzyl-Kum,455,3,1,1,1,SHY - Shaybanid,livestock,samarkand,desert,sunni,Same religion,khazak,Same culture group,True,False,arid,mild_winter,no_monsoon,kyzylkum_area,central_asia_region,tartary_superregion,asia
Turkestan,456,3,1,1,1,SHY - Shaybanid,grain,samarkand,desert,sunni,Same religion,khazak,Same culture group,True,False,temperate,mild_winter,no_monsoon,syr_darya_area,central_asia_region,tartary_superregion,asia
Tashkent,457,9,3,3,3,TIM - Timurid,tea,samarkand,grasslands,sunni,Same religion,uzbehk,Same culture,True,False,temperate,mild_winter,no_monsoon,arys_area,central_asia_region,tartary_superregion,asia
Kokand,458,12,4,4,4,TIM - Timurid,iron,samarkand,grasslands,sunni,Same religion,uzbehk,Same culture,True,False,arid,severe_winter,no_monsoon,ferghana_area,central_asia_region,tartary_superregion,asia
Taraz,459,7,1,1,3,CHG - ChagataiKhanate,cloth,samarkand,steppe,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,jetysuu_area,central_asia_region,tartary_superregion,asia
Uzkend,460,12,4,4,4,CHG - ChagataiKhanate,wool,samarkand,highlands,sunni,Same religion,kirgiz,Same culture,True,False,temperate,severe_winter,no_monsoon,ferghana_area,central_asia_region,tartary_superregion,asia
Zhetysu,461,6,2,2,2,CHG - ChagataiKhanate,cloth,samarkand,steppe,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,jetysuu_area,central_asia_region,tartary_superregion,asia
Mingrelia,462,6,2,2,2,IME - Imereti,wine,crimea,marsh,orthodox,Same religion,georgian,Same culture,True,True,temperate,severe_winter,no_monsoon,imereti_area,caucasia_region,persia_superregion,europe
Circassia,463,8,2,2,3,CIR - Circassia,livestock,crimea,steppe,orthodox,Same religion,circassian,Same culture,True,False,temperate,severe_winter,no_monsoon,circassia_area,caucasia_region,persia_superregion,europe
Astrakhan,464,15,5,5,5,GOL - GreatHorde,wool,astrakhan,drylands,sunni,Same religion,astrakhani,Same culture group,True,False,temperate,mild_winter,no_monsoon,astrakhan_area,crimea_region,eastern_europe_superregion,europe
Nogay,465,9,3,3,3,NOG - Nogai,salt,astrakhan,desert,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,nogai_area,central_asia_region,tartary_superregion,asia
Sarai,466,16,6,6,5,GOL - GreatHorde,wool,astrakhan,steppe,sunni,Same religion,astrakhani,Same culture group,True,False,temperate,normal_winter,no_monsoon,astrakhan_area,crimea_region,eastern_europe_superregion,europe
Borisoglebsk,467,6,2,2,2,GOL - GreatHorde,livestock,astrakhan,steppe,sunni,Same religion,mishary,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_don_area,crimea_region,eastern_europe_superregion,europe
Khazaria,468,4,2,2,1,GOL - GreatHorde,livestock,astrakhan,steppe,sunni,Same religion,astrakhani,Same culture group,True,False,temperate,normal_winter,no_monsoon,astrakhan_area,crimea_region,eastern_europe_superregion,europe
Ryn,469,3,1,1,1,NOG - Nogai,fish,astrakhan,desert,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_yik_area,central_asia_region,tartary_superregion,asia
Bayuly,470,6,2,2,2,NOG - Nogai,livestock,astrakhan,steppe,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,nogai_area,central_asia_region,tartary_superregion,asia
Alimuly,471,6,2,2,2,NOG - Nogai,livestock,astrakhan,desert,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,nogai_area,central_asia_region,tartary_superregion,asia
Zhetyru,472,6,2,2,2,NOG - Nogai,naval_supplies,astrakhan,steppe,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,nogai_area,central_asia_region,tartary_superregion,asia
Samara,473,5,3,3,1,KAZ - Kazan,livestock,kazan,steppe,sunni,Same religion,kazani,Same culture,True,False,temperate,normal_winter,no_monsoon,samara_area,ural_region,eastern_europe_superregion,europe
Yaik,474,6,2,2,2,NOG - Nogai,iron,astrakhan,steppe,sunni,Same religion,nogaybak,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_yik_area,central_asia_region,tartary_superregion,asia
Bashkortostan,475,9,3,3,3,KAZ - Kazan,wool,kazan,steppe,sunni,Same religion,bashkir,Same culture group,True,False,temperate,normal_winter,no_monsoon,bashkiria_area,ural_region,eastern_europe_superregion,europe
Kypshak,476,18,6,6,6,SHY - Shaybanid,grain,samarkand,steppe,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,kazakhstan_area,central_asia_region,tartary_superregion,asia
Nadym,477,6,2,2,2,SHY - Shaybanid,wool,samarkand,desert,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,balchasj_area,central_asia_region,tartary_superregion,asia
Argyn,478,6,2,2,2,SHY - Shaybanid,wool,samarkand,steppe,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,balchasj_area,central_asia_region,tartary_superregion,asia
Kerey,479,6,2,2,2,SHY - Shaybanid,copper,siberia,steppe,sunni,Same religion,khazak,Same culture group,True,False,temperate,normal_winter,no_monsoon,aqmola_area,west_siberia_region,tartary_superregion,asia
Kulunda,480,3,1,1,1,None,unknown,siberia,woods,tengri_pagan_reformed,N/A,kirgiz,N/A,False,False,temperate,normal_winter,no_monsoon,ob_area,west_siberia_region,tartary_superregion,asia
Bermuda,481,3,1,1,1,None,unknown,carribean_trade,coastline,,N/A,,N/A,False,True,temperate,no_winter,no_monsoon,greater_antilles_area,carribeans_region,central_america_superregion,north_america
Bahamas,482,4,2,2,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,lucayan_area,carribeans_region,central_america_superregion,north_america
Turks Islands,483,5,3,3,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,lucayan_area,carribeans_region,central_america_superregion,north_america
Havana,484,7,5,5,1,None,unknown,carribean_trade,savannah,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,cuba_area,carribeans_region,central_america_superregion,north_america
Moron,485,5,2,3,1,None,unknown,carribean_trade,savannah,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,cuba_area,carribeans_region,central_america_superregion,north_america
Guantamano,486,5,2,3,1,None,unknown,carribean_trade,jungle,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,east_cuba_area,carribeans_region,central_america_superregion,north_america
Jamaica,487,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,greater_antilles_area,carribeans_region,central_america_superregion,north_america
Les Cayes,488,5,2,3,1,None,unknown,carribean_trade,hills,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,hispaniola_area,carribeans_region,central_america_superregion,north_america
Tortuga,489,4,2,2,1,None,unknown,carribean_trade,hills,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,hispaniola_area,carribeans_region,central_america_superregion,north_america
Barahonas,490,5,2,3,1,None,unknown,carribean_trade,jungle,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,dominica_area,carribeans_region,central_america_superregion,north_america
Curacao,491,5,3,3,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,greater_antilles_area,carribeans_region,central_america_superregion,north_america
Puerto Rico,492,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,greater_antilles_area,carribeans_region,central_america_superregion,north_america
St. Thomas,493,6,4,4,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,leeward_islands_area,carribeans_region,central_america_superregion,north_america
St. Martin,494,6,4,4,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,leeward_islands_area,carribeans_region,central_america_superregion,north_america
St. Kitts,495,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,leeward_islands_area,carribeans_region,central_america_superregion,north_america
Antigua,496,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,leeward_islands_area,carribeans_region,central_america_superregion,north_america
Guadelopue,497,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,windward_islands_area,carribeans_region,central_america_superregion,north_america
Dominica,498,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,windward_islands_area,carribeans_region,central_america_superregion,north_america
Martinique,499,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,windward_islands_area,carribeans_region,central_america_superregion,north_america
St. Lucia,500,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,arawak,N/A,False,True,temperate,no_winter,no_monsoon,windward_islands_area,carribeans_region,central_america_superregion,north_america
Barbados,501,7,4,5,1,None,unknown,carribean_trade,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,windward_islands_area,carribeans_region,central_america_superregion,north_america
Trinidad,502,7,4,5,1,None,unknown,amazonas_node,coastline,animism,N/A,carib,N/A,False,True,temperate,no_winter,no_monsoon,guyana_area,colombia_region,south_america_superregion,south_america
Kutch,503,3,1,1,1,KAT - Kathiawar,salt,gujarat,desert,hinduism,Same religion,saurashtri,Same culture,True,True,arid,no_winter,no_monsoon,patan_area,west_india_region,india_superregion,asia
Thatta,504,8,4,4,2,SND - Sind,cloth,gujarat,drylands,sunni,Same religion,sindhi,Same culture,True,True,arid,no_winter,no_monsoon,sindh_area,west_india_region,india_superregion,asia
Sehwan,505,6,2,2,2,SND - Sind,silk,gujarat,drylands,sunni,Same religion,sindhi,Same culture,True,False,arid,no_winter,no_monsoon,northern_sindh_area,west_india_region,india_superregion,asia
Multan,506,9,5,5,2,MUL - Multan,cloth,lahore,farmlands,sunni,Same religion,panjabi,Same culture,True,False,arid,no_winter,no_monsoon,multan_area,hindusthan_region,india_superregion,asia
Lahore,507,16,10,10,3,SRH - Sirhind,silk,lahore,farmlands,hinduism,Same religion,panjabi,Same culture,True,False,temperate,no_winter,mild_monsoon,lahore_area,hindusthan_region,india_superregion,asia
Kashmir,508,5,3,3,1,KSH - Kashmir,paper,lahore,hills,hinduism,Different culture group,kashmiri,Same culture,True,False,temperate,mild_winter,normal_monsoon,kashmir_area,hindusthan_region,india_superregion,asia
Kangra,509,4,2,2,1,KGR - Kangra,cotton,doab,hills,hinduism,Same religion,pahari,Same culture,True,False,temperate,no_winter,severe_monsoon,himalayan_hills_area,hindusthan_region,india_superregion,asia
Sirhind,510,8,4,4,2,SRH - Sirhind,cotton,lahore,farmlands,hinduism,Same religion,panjabi,Same culture,True,False,temperate,no_winter,mild_monsoon,sirhind_area,hindusthan_region,india_superregion,asia
Garhwal,511,3,1,1,1,GHR - Garhwal,cotton,doab,hills,hinduism,Same religion,pahari,Same culture,True,False,temperate,no_winter,severe_monsoon,himalayan_hills_area,hindusthan_region,india_superregion,asia
Jangladesh,512,3,1,1,1,JAN - Jangladesh,livestock,gujarat,desert,hinduism,Same religion,rajput,Same culture,True,False,arid,no_winter,no_monsoon,jangladesh_area,west_india_region,india_superregion,asia
Jaisalmer,513,3,1,1,1,JSL - Jaisalmer,wool,gujarat,desert,hinduism,Same religion,rajput,Same culture,True,False,arid,no_winter,no_monsoon,marwar_area,west_india_region,india_superregion,asia
Marwar,514,6,2,2,2,MAW - Marwar,cotton,gujarat,desert,hinduism,Same religion,rajput,Same culture,True,False,arid,no_winter,no_monsoon,marwar_area,west_india_region,india_superregion,asia
Girnar,515,7,3,3,2,JGD - Junagarh,iron,gujarat,hills,hinduism,Same religion,saurashtri,Same culture,True,False,temperate,no_winter,mild_monsoon,saurashtra_area,west_india_region,india_superregion,asia
Baroda,516,6,4,4,1,GUJ - Gujarat,dyes,gujarat,grasslands,hinduism,Different culture group,gujarati,Same culture,True,False,tropical,no_winter,normal_monsoon,ahmedabad_area,west_india_region,india_superregion,asia
Surat,517,7,5,5,1,GUJ - Gujarat,silk,gujarat,grasslands,hinduism,Different culture group,gujarati,Same culture,True,True,tropical,no_winter,severe_monsoon,tapti_area,west_india_region,india_superregion,asia
Chittorgarh,518,4,2,2,1,MER - Mewar,grain,gujarat,hills,hinduism,Same religion,rajput,Same culture,True,False,temperate,no_winter,mild_monsoon,mewar_area,west_india_region,india_superregion,asia
Dundhar,519,7,3,3,2,DHU - Dhundhar,copper,doab,drylands,hinduism,Same religion,rajput,Same culture,True,False,temperate,no_winter,normal_monsoon,jaipur_area,west_india_region,india_superregion,asia
Mewat,520,5,1,1,2,MEW - Mewat,glass,doab,highlands,hinduism,Different culture group,rajput,Same culture,True,False,temperate,no_winter,normal_monsoon,jaipur_area,west_india_region,india_superregion,asia
Rajkot,521,4,2,2,1,KAT - Kathiawar,dyes,gujarat,hills,hinduism,Same religion,saurashtri,Same culture,True,False,temperate,no_winter,mild_monsoon,saurashtra_area,west_india_region,india_superregion,asia
Delhi,522,17,9,9,4,DLH - Delhi,silk,doab,farmlands,hinduism,Different culture group,kanauji,Same culture,True,False,temperate,no_winter,normal_monsoon,upper_doab_area,hindusthan_region,india_superregion,asia
Oudh,523,8,4,4,2,JNP - Jaunpur,glass,doab,farmlands,hinduism,Different culture group,avadhi,Same culture,True,False,temperate,no_winter,normal_monsoon,oudh_area,hindusthan_region,india_superregion,asia
Central Doab,524,18,10,10,4,DLH - Delhi,silk,doab,farmlands,hinduism,Different culture group,kanauji,Same culture,True,False,temperate,no_winter,normal_monsoon,lower_doab_area,hindusthan_region,india_superregion,asia
Gird,525,7,3,3,2,GWA - Gwalior,dyes,doab,hills,hinduism,Same religion,vindhyan,Same culture,True,False,temperate,no_winter,normal_monsoon,gird_area,hindusthan_region,india_superregion,asia
Mandu,526,11,5,5,3,MLW - Malwa,dyes,deccan,grasslands,hinduism,Different culture group,malvi,Same culture,True,False,tropical,no_winter,normal_monsoon,malwa_area,west_india_region,india_superregion,asia
Khandesh,527,9,5,5,2,KHD - Khandesh,cloth,deccan,hills,hinduism,Different culture group,marathi,Same culture,True,False,tropical,no_winter,mild_monsoon,khandesh_area,west_india_region,india_superregion,asia
Hadoti,528,4,2,2,1,HAD - Hadoti,cotton,doab,drylands,hinduism,Same religion,rajput,Same culture,True,False,temperate,no_winter,normal_monsoon,gird_area,hindusthan_region,india_superregion,asia
North Konkan,529,6,4,4,1,BAH - Bahmanis,cloth,gujarat,hills,hinduism,Different culture group,marathi,Different culture group,True,True,tropical,no_winter,severe_monsoon,konkan_area,deccan_region,india_superregion,asia
South Konkan,530,8,4,4,2,BAH - Bahmanis,spices,gujarat,hills,hinduism,Different culture group,marathi,Different culture group,True,True,tropical,no_winter,severe_monsoon,konkan_area,deccan_region,india_superregion,asia
North Kanara,531,5,3,3,1,VIJ - Vijaynagara,spices,comorin_cape,hills,hinduism,Same religion,kannada,Same culture,True,True,tropical,no_winter,severe_monsoon,kanara_area,deccan_region,india_superregion,asia
Raichur Doab,532,11,5,5,3,VIJ - Vijaynagara,cloth,deccan,farmlands,hinduism,Same religion,kannada,Same culture,True,False,temperate,no_winter,mild_monsoon,raichur_doab_area,deccan_region,india_superregion,asia
Mysore,533,7,3,3,2,MYS - Mysore,iron,comorin_cape,hills,hinduism,Same religion,kannada,Same culture,True,False,tropical,no_winter,mild_monsoon,mysore_area,deccan_region,india_superregion,asia
Malabar,534,5,3,3,1,MAB - Malabar,spices,comorin_cape,jungle,hinduism,Same religion,malayalam,Same culture,True,True,tropical,no_winter,normal_monsoon,malabar_area,deccan_region,india_superregion,asia
Kochin,535,7,3,3,2,KOC - Kochin,spices,comorin_cape,jungle,hinduism,Same religion,malayalam,Same culture,True,True,tropical,no_winter,normal_monsoon,malabar_area,deccan_region,india_superregion,asia
Madurai,536,10,4,4,3,MAD - Madurai,silk,comorin_cape,highlands,hinduism,Same religion,tamil,Same culture,True,True,temperate,no_winter,no_monsoon,madura_area,coromandel_region,india_superregion,asia
Venad,537,5,2,1,2,VND - Venad,spices,comorin_cape,jungle,hinduism,Same religion,malayalam,Same culture,True,True,tropical,no_winter,normal_monsoon,malabar_area,deccan_region,india_superregion,asia
Kongu,538,6,2,2,2,VIJ - Vijaynagara,incense,comorin_cape,hills,hinduism,Same religion,tamil,Same culture group,True,False,temperate,no_winter,mild_monsoon,kongu_area,coromandel_region,india_superregion,asia
Tondainadu,539,8,4,4,2,VIJ - Vijaynagara,cloth,comorin_cape,grasslands,hinduism,Same religion,tamil,Same culture group,True,True,tropical,no_winter,mild_monsoon,south_carnatic_area,coromandel_region,india_superregion,asia
Coromandel,540,10,4,4,3,VIJ - Vijaynagara,cloth,comorin_cape,farmlands,hinduism,Same religion,tamil,Same culture group,True,True,tropical,no_winter,mild_monsoon,south_carnatic_area,coromandel_region,india_superregion,asia
Vijayanagar,541,14,6,6,4,VIJ - Vijaynagara,grain,comorin_cape,drylands,hinduism,Same religion,kannada,Same culture,True,False,temperate,no_winter,mild_monsoon,rayalaseema_area,deccan_region,india_superregion,asia
Golconda,542,7,5,5,1,GOC - Golconda,gems,deccan,highlands,hinduism,Different culture group,telegu,Same culture,True,False,tropical,no_winter,mild_monsoon,golconda_area,deccan_region,india_superregion,asia
Velanadu,543,10,4,4,3,YOR - Andhra,gems,comorin_cape,grasslands,hinduism,Same religion,telegu,Same culture,True,True,tropical,no_winter,normal_monsoon,andhra_area,coromandel_region,india_superregion,asia
Ahmadnagar,544,6,4,4,1,BAH - Bahmanis,cotton,deccan,highlands,hinduism,Different culture group,marathi,Different culture group,True,False,tropical,no_winter,mild_monsoon,ahmednagar_area,deccan_region,india_superregion,asia
Marathwada,545,5,4,3,1,BAH - Bahmanis,paper,deccan,hills,hinduism,Different culture group,marathi,Different culture group,True,False,tropical,no_winter,mild_monsoon,ahmednagar_area,deccan_region,india_superregion,asia
East Berar,546,9,3,3,3,BAH - Bahmanis,cotton,deccan,jungle,hinduism,Different culture group,gondi,Different culture group,True,False,tropical,no_winter,severe_monsoon,berar_area,deccan_region,india_superregion,asia
Bastar,547,5,1,1,2,BST - Bastar,tropical_wood,ganges_delta,jungle,hinduism,Same religion,gondi,Same culture,True,False,tropical,no_winter,severe_monsoon,garjat_area,bengal_region,india_superregion,asia
West Berar,548,4,2,2,1,BAH - Bahmanis,copper,deccan,hills,hinduism,Different culture group,marathi,Different culture group,True,False,tropical,no_winter,severe_monsoon,berar_area,deccan_region,india_superregion,asia
Kalingandhra,549,7,3,3,2,ORI - Orissa,cotton,comorin_cape,grasslands,hinduism,Same religion,telegu,Different culture group,True,True,tropical,no_winter,normal_monsoon,andhra_area,coromandel_region,india_superregion,asia
Mahakoshal,550,9,3,3,3,GDW - Gondwana,grain,deccan,hills,hinduism,Same religion,gondi,Same culture,True,False,temperate,no_winter,severe_monsoon,gondwana_area,deccan_region,india_superregion,asia
Mandla,551,8,3,2,3,GDW - Gondwana,tropical_wood,deccan,jungle,hinduism,Same religion,gondi,Same culture,True,False,temperate,no_winter,severe_monsoon,gondwana_area,deccan_region,india_superregion,asia
Cuttack,552,10,6,6,2,ORI - Orissa,cloth,ganges_delta,grasslands,hinduism,Same religion,oriya,Same culture,True,True,tropical,no_winter,normal_monsoon,orissa_area,bengal_region,india_superregion,asia
Sambalpur,553,9,2,3,3,PTT - Patna,cloth,ganges_delta,jungle,hinduism,Same religion,garjati,Same culture,True,False,tropical,no_winter,severe_monsoon,upper_mahanadi_area,bengal_region,india_superregion,asia
Baisi Rayja,554,4,2,2,1,JML - Jumla,wool,doab,hills,hinduism,Same religion,nepali,Same culture,True,False,temperate,severe_winter,severe_monsoon,baisi_rajya_area,hindusthan_region,india_superregion,asia
Jaunpur,555,10,6,6,2,JNP - Jaunpur,paper,doab,farmlands,hinduism,Different culture group,avadhi,Same culture,True,False,temperate,no_winter,normal_monsoon,purvanchal_area,hindusthan_region,india_superregion,asia
Lower Doab,556,10,6,6,2,JNP - Jaunpur,cloth,doab,farmlands,hinduism,Different culture group,avadhi,Same culture,True,False,temperate,no_winter,normal_monsoon,lower_doab_area,hindusthan_region,india_superregion,asia
Katmandu,557,7,3,3,2,KTU - Kathmandu,incense,lhasa,hills,hinduism,Same religion,nepali,Same culture,True,False,temperate,severe_winter,severe_monsoon,nepal_area,hindusthan_region,india_superregion,asia
Patna,558,9,5,5,2,JNP - Jaunpur,paper,ganges_delta,farmlands,hinduism,Different culture group,bihari,Different culture group,True,False,temperate,no_winter,normal_monsoon,bihar_area,hindusthan_region,india_superregion,asia
