Province name,Province number,Development,Base Tax,Base Production,Base manpower,Owner,Trade good,Trade node,Terrain,Religion,Owner religious status,Culture,Owner cultural status,Colonized,Has port,Climate,Winter,Monsoon,Area,Region,Superregion,Continent
Griffonsgate,895,8,2,2,3,B36 - Marrhold,wool,marrhold,hills,regent_court,Same religion,marrodic,Same culture,True,False,temperate,severe_winter,no_monsoon,marrhold_area,south_castanor_region,escann_superregion,europe
Marrvale,896,15,5,5,5,B36 - Marrhold,iron,marrhold,hills,regent_court,Same religion,marrodic,Same culture,True,False,temperate,severe_winter,no_monsoon,marrhold_area,south_castanor_region,escann_superregion,europe
Marrhyl,897,6,2,2,2,B36 - Marrhold,wool,marrhold,mountain,regent_court,Same religion,marrodic,Same culture,True,False,temperate,severe_winter,no_monsoon,marrhold_area,south_castanor_region,escann_superregion,europe
Aranthil,898,8,7,4,2,A85 - Magisterium,glass,arannen,grasslands,regent_court,Same religion,east_damerian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_luna_area,east_dameshead_region,western_cannor_superregion,europe
Ricancas,899,14,4,4,5,A45 - Istralore,cloth,anbenncost,grasslands,regent_court,Same religion,east_damerian,Same culture,True,True,temperate,mild_winter,no_monsoon,damerian_dales_area,east_dameshead_region,western_cannor_superregion,europe
Elvelenn,900,11,5,5,3,A92 - Leslinpar,cloth,esmaraine,woods,regent_court,Same religion,moon_elf,Different culture group,True,False,temperate,mild_winter,no_monsoon,hearthswood_area,esmaria_region,western_cannor_superregion,europe
Leslinpar,901,17,8,7,5,A92 - Leslinpar,grain,esmaraine,farmlands,regent_court,Same religion,esmari,Same culture,True,False,temperate,normal_winter,no_monsoon,high_esmar_area,esmaria_region,western_cannor_superregion,europe
Embergarden,902,6,3,2,2,A30 - Wex,grain,esmaraine,farmlands,regent_court,Same religion,arannese,Different culture group,True,False,temperate,normal_winter,no_monsoon,ashfields_area,esmaria_region,western_cannor_superregion,europe
Indlebury,903,10,5,4,3,Z04 - Indlebury,livestock,arannen,woods,regent_court,Same religion,wexonard,Same culture,True,False,temperate,normal_winter,no_monsoon,ottocam_area,the_borders_region,western_cannor_superregion,europe
Arannen,904,17,7,7,5,A72 - Arannen,cloth,arannen,farmlands,regent_court,Same religion,arannese,Same culture,True,False,temperate,normal_winter,no_monsoon,arannen_area,the_borders_region,western_cannor_superregion,europe
Millsbay,905,10,4,4,3,A35 - Konwell,fish,dameshead,woods,regent_court,Same religion,esmari,Same culture,True,True,temperate,mild_winter,no_monsoon,konwell_area,esmaria_region,western_cannor_superregion,europe
Whistlepoint,906,10,4,4,3,A98 - Cestirande,livestock,arannen,grasslands,regent_court,Same religion,vernman,Same culture group,True,False,temperate,mild_winter,no_monsoon,galeinn_area,east_dameshead_region,western_cannor_superregion,europe
Vinerick,907,7,4,3,2,A30 - Wex,grain,arannen,farmlands,regent_court,Same religion,wexonard,Same culture,True,False,temperate,normal_winter,no_monsoon,greater_bardswood_area,the_borders_region,western_cannor_superregion,europe
Ainway,908,14,8,6,4,A89 - Aranmas,cloth,dameshead,farmlands,regent_court,Same religion,crownsman,Same culture,True,False,temperate,mild_winter,no_monsoon,heartland_borders_area,damescrown_region,western_cannor_superregion,europe
Havorton,909,14,4,6,4,A37 - Terr,livestock,esmaraine,farmlands,regent_court,Same religion,esmari,Same culture,True,False,temperate,mild_winter,no_monsoon,bennonhill_area,esmaria_region,western_cannor_superregion,europe
Taxwick,910,8,5,4,2,A30 - Wex,grain,anbenncost,farmlands,regent_court,Same religion,east_damerian,Different culture group,True,False,temperate,mild_winter,no_monsoon,the_commons_area,east_dameshead_region,western_cannor_superregion,europe
Telgeir,911,18,7,10,4,A62 - Telgeir,iron,esmaraine,city_terrain,regent_court,Same religion,esmari,Same culture,True,False,temperate,mild_winter,no_monsoon,cann_esmar_area,esmaria_region,western_cannor_superregion,europe
Anvilwright,912,13,4,7,3,A73 - Silverforge,iron,esmaraine,dwarven_hold_surface,regent_court,Same religion,silver_dwarf,Same culture,True,False,temperate,normal_winter,no_monsoon,high_esmar_area,esmaria_region,western_cannor_superregion,europe
Gnollsgate,913,8,2,2,3,A48 - Sugamber,grain,arannen,highlands,xhazobkult,Different religious group,hill_gnoll,Different culture group,True,False,temperate,normal_winter,no_monsoon,gnollsgate_area,the_borders_region,western_cannor_superregion,europe
Marcestir,914,8,4,4,2,A25 - Damescrown,grain,dameshead,farmlands,regent_court,Same religion,crownsman,Same culture,True,False,temperate,mild_winter,no_monsoon,damescrown_area,damescrown_region,western_cannor_superregion,europe
Crothan,915,14,8,8,3,A54 - Crothan,cloth,dameshead,city_terrain,regent_court,Same religion,crownsman,Same culture,True,True,temperate,mild_winter,no_monsoon,damescrown_area,damescrown_region,western_cannor_superregion,europe
Seinathil,916,16,6,6,5,A90 - Seinathil,paper,esmaraine,farmlands,regent_court,Same religion,esmari,Same culture,True,False,temperate,mild_winter,no_monsoon,songbarges_area,esmaria_region,western_cannor_superregion,europe
Loveswood,917,11,5,5,3,A43 - Ryalan Temple,grain,esmaraine,farmlands,regent_court,Same religion,esmari,Same culture,True,False,temperate,mild_winter,no_monsoon,ryalanar_area,esmaria_region,western_cannor_superregion,europe
Bardswood,918,7,1,3,2,A48 - Sugamber,naval_supplies,arannen,woods,regent_court,Same religion,wexonard,Same culture,True,False,temperate,normal_winter,no_monsoon,greater_bardswood_area,the_borders_region,western_cannor_superregion,europe
Rhinmond,919,15,5,5,5,A48 - Sugamber,grain,arannen,farmlands,regent_court,Same religion,wexonard,Same culture,True,False,temperate,normal_winter,no_monsoon,rhinmond_area,the_borders_region,western_cannor_superregion,europe
Autumnfield,920,6,2,2,2,A30 - Wex,grain,arannen,woods,regent_court,Same religion,arannese,Different culture group,True,False,temperate,normal_winter,no_monsoon,gisden_area,the_borders_region,western_cannor_superregion,europe
Bordercliff,921,8,3,4,2,A57 - Toarnen,livestock,flooded_coast,farmlands,regent_court,Same religion,arannese,Same culture,True,True,temperate,mild_winter,no_monsoon,highcliff_area,the_borders_region,western_cannor_superregion,europe
Aiscestir,922,6,2,2,2,A57 - Toarnen,wool,flooded_coast,woods,regent_court,Same religion,arannese,Same culture,True,True,temperate,mild_winter,no_monsoon,highcliff_area,the_borders_region,western_cannor_superregion,europe
Aelthil,923,12,5,4,4,A34 - Bisan,glass,arannen,farmlands,regent_court,Same religion,wexonard,Same culture,True,False,temperate,normal_winter,no_monsoon,west_bisan_area,the_borders_region,western_cannor_superregion,europe
Loubhir,924,3,1,1,1,None,unknown,dalaire,woods,N/A,N/A,N/A,N/A,False,True,temperate,severe_winter,no_monsoon,fiorgram_island_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Brunvern,925,6,4,2,2,None,unknown,sella,woods,N/A,N/A,N/A,N/A,False,True,temperate,mild_winter,no_monsoon,silsenald_isles_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Silsensald,926,4,2,2,1,None,unknown,sella,coastline,N/A,N/A,N/A,N/A,False,True,temperate,mild_winter,no_monsoon,silsenald_isles_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Cas_Colunn,927,7,3,3,2,None,unknown,sella,coastline,N/A,N/A,N/A,N/A,False,True,temperate,mild_winter,no_monsoon,silsenald_isles_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Taelarios,928,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,lastsight_islands_area,endralliande_region,ruin_proper_superregion,north_america
Narawen,929,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,lastsight_islands_area,endralliande_region,ruin_proper_superregion,north_america
Ivrandir,930,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,lastsight_islands_area,endralliande_region,ruin_proper_superregion,north_america
Camnaril,931,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,lastsight_islands_area,endralliande_region,ruin_proper_superregion,north_america
Antir_Tifur,932,4,3,2,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,hibiscus_vale_area,endralliande_region,ruin_proper_superregion,north_america
Ibsthemar,933,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,hibiscus_vale_area,endralliande_region,ruin_proper_superregion,north_america
Flaruan,934,3,1,1,1,None,unknown,banished_isles,jungle,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,arca_falaine_area,endralliande_region,ruin_proper_superregion,north_america
Arfil,935,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,dancing_sisters_area,endralliande_region,ruin_proper_superregion,north_america
Isehris,936,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,dancing_sisters_area,endralliande_region,ruin_proper_superregion,north_america
The_Twins,937,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,dancing_sisters_area,endralliande_region,ruin_proper_superregion,north_america
Foirint_Isles,938,3,1,1,1,None,unknown,banished_isles,coastline,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,northern_bluff_area,endralliande_region,ruin_proper_superregion,north_america
Sisters_Coast,939,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,arca_falaine_area,endralliande_region,ruin_proper_superregion,north_america
Celodirin,940,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,cape_of_endral_area,endralliande_region,ruin_proper_superregion,north_america
Criodhcel,941,4,2,2,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,vestige_coast_area,endralliande_region,ruin_proper_superregion,north_america
Morveren,942,3,1,1,1,None,unknown,banished_isles,jungle,N/A,N/A,N/A,N/A,False,False,temperate,no_winter,no_monsoon,arca_falaine_area,endralliande_region,ruin_proper_superregion,north_america
Samchi_Moine,943,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,north_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Orric_Cheid,944,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,north_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Antir_Soara,945,5,2,3,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,north_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Dhaine,946,4,1,2,1,None,unknown,banished_isles,woods,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,south_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Lamin,947,4,1,2,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,south_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Naidrean,948,4,1,2,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,south_obaithail_area,endralliande_region,ruin_proper_superregion,north_america
Emulyon,949,3,1,1,1,None,unknown,dalaire,woods,N/A,N/A,N/A,N/A,False,True,temperate,normal_winter,no_monsoon,fiorgram_island_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Cheiri,950,3,1,1,1,None,unknown,dalaire,woods,N/A,N/A,N/A,N/A,False,True,temperate,severe_winter,no_monsoon,fiorgram_island_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Fiorgam,951,3,1,1,1,None,unknown,dalaire,woods,N/A,N/A,N/A,N/A,False,True,temperate,normal_winter,no_monsoon,fiorgram_island_area,north_ruined_isles_region,ruin_proper_superregion,north_america
Sporreyn,952,7,3,3,2,Z08 - Bjarnrik,fish,serpentshead,grasslands,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,True,temperate,normal_winter,no_monsoon,frostbridges_area,dalr_region,gerudia_superregion,europe
Fuglborg,953,4,2,2,1,Z08 - Bjarnrik,fish,serpentshead,coastline,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,True,temperate,normal_winter,no_monsoon,frostbridges_area,dalr_region,gerudia_superregion,europe
Nautakr,954,7,2,3,2,Z08 - Bjarnrik,wool,serpentshead,hills,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,True,temperate,severe_winter,no_monsoon,bjarnland_area,dalr_region,gerudia_superregion,europe
Torbjoldhavn,955,11,4,5,3,Z08 - Bjarnrik,livestock,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,True,temperate,normal_winter,no_monsoon,varheim_area,dalr_region,gerudia_superregion,europe
Konungrhavn,956,11,5,5,3,Z08 - Bjarnrik,grain,serpentshead,grasslands,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,True,temperate,normal_winter,no_monsoon,bjarnland_area,dalr_region,gerudia_superregion,europe
Alptborg,957,6,2,2,2,Z08 - Bjarnrik,grain,serpentshead,grasslands,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,temperate,normal_winter,no_monsoon,bjarnland_area,dalr_region,gerudia_superregion,europe
Fegras,958,7,3,3,2,Z08 - Bjarnrik,livestock,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,normal_winter,no_monsoon,varheim_area,dalr_region,gerudia_superregion,europe
Revrhavn,959,11,5,5,3,Z10 - Revrhavn,naval_supplies,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture,True,True,temperate,normal_winter,no_monsoon,revrland_area,dalr_region,gerudia_superregion,europe
Vestrund,960,6,2,2,2,Z10 - Revrhavn,fish,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture,True,True,temperate,severe_winter,no_monsoon,revrland_area,dalr_region,gerudia_superregion,europe
Haugrmyrr,961,4,2,2,1,Z08 - Bjarnrik,grain,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,normal_winter,no_monsoon,varheim_area,dalr_region,gerudia_superregion,europe
Leifsborg,962,7,2,3,2,Z08 - Bjarnrik,naval_supplies,serpentshead,hills,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,severe_winter,no_monsoon,blodfjell_area,dalr_region,gerudia_superregion,europe
Sarbann,963,10,4,4,3,Z08 - Bjarnrik,iron,serpentshead,forest,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,severe_winter,no_monsoon,blodfjell_area,dalr_region,gerudia_superregion,europe
Burrholt,964,4,1,2,1,Z08 - Bjarnrik,naval_supplies,serpentshead,hills,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,temperate,severe_winter,no_monsoon,bjarnland_area,dalr_region,gerudia_superregion,europe
Vargrhol,965,4,2,2,1,Z11 - Sidaett,gems,serpentshead,forest,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,temperate,severe_winter,no_monsoon,sidaett_area,dalr_region,gerudia_superregion,europe
Silfrhof,966,12,5,6,3,Z11 - Sidaett,cloth,serpentshead,marsh,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,temperate,normal_winter,no_monsoon,sidaett_area,dalr_region,gerudia_superregion,europe
Sidhalda,967,9,3,3,3,Z11 - Sidaett,fur,serpentshead,forest,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,temperate,normal_winter,no_monsoon,sidaett_area,dalr_region,gerudia_superregion,europe
Ljotrturf,968,4,1,2,1,Z11 - Sidaett,fur,serpentshead,forest,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,arctic,severe_winter,no_monsoon,ismark_area,dalr_region,gerudia_superregion,europe
Kaldrland,969,3,1,1,1,Z08 - Bjarnrik,fur,serpentshead,forest,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,severe_winter,no_monsoon,blodfjell_area,dalr_region,gerudia_superregion,europe
Algrar,970,3,2,1,1,Z11 - Sidaett,fur,serpentshead,forest,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,arctic,severe_winter,no_monsoon,ismark_area,dalr_region,gerudia_superregion,europe
Grymskali,971,3,1,1,1,Z11 - Sidaett,fur,serpentshead,forest,skaldhyrric_faith,Same religion,east_dalr,Same culture,True,False,arctic,severe_winter,no_monsoon,ismark_area,dalr_region,gerudia_superregion,europe
Jotunskol,972,3,1,1,1,Z09 - Skaldskola,naval_supplies,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,elkaesals_slumber_area,gerudian_coast_region,gerudia_superregion,europe
Rosstavik,973,5,2,3,1,Z09 - Skaldskola,iron,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,elkaesals_slumber_area,gerudian_coast_region,gerudia_superregion,europe
Glodborg,974,4,2,2,1,Z09 - Skaldskola,fish,vrorensbay,mountain,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,elkaesals_slumber_area,gerudian_coast_region,gerudia_superregion,europe
Redgarhavn,975,10,4,4,3,Z13 - Redgarhavn,naval_supplies,vrorensbay,grasslands,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,normal_winter,no_monsoon,olavslund_area,gerudian_coast_region,gerudia_superregion,europe
Skaldol,976,8,3,4,2,Z09 - Skaldskola,wine,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,False,temperate,severe_winter,no_monsoon,olavslund_area,gerudian_coast_region,gerudia_superregion,europe
Olavsborg,977,6,3,2,2,Z13 - Redgarhavn,fish,vrorensbay,grasslands,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,normal_winter,no_monsoon,olavslund_area,gerudian_coast_region,gerudia_superregion,europe
Avnkaup,978,7,3,3,2,Z14 - Avnkaup,naval_supplies,vrorensbay,forest,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,normal_winter,no_monsoon,nyrford_area,gerudian_coast_region,gerudia_superregion,europe
Nyrford,979,4,1,2,1,Z14 - Avnkaup,fur,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,False,temperate,severe_winter,no_monsoon,nyrford_area,gerudian_coast_region,gerudia_superregion,europe
Orstengard,980,3,2,1,1,Z14 - Avnkaup,wool,vrorensbay,forest,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,normal_winter,no_monsoon,nyrford_area,gerudian_coast_region,gerudia_superregion,europe
Silfrborg,981,4,1,2,1,Z15 - Urviksten,naval_supplies,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,False,temperate,severe_winter,no_monsoon,naugsvol_area,gerudian_coast_region,gerudia_superregion,europe
Naugsvol,982,6,2,2,2,Z12 - Naugsvol,naval_supplies,vrorensbay,grasslands,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,normal_winter,no_monsoon,naugsvol_area,gerudian_coast_region,gerudia_superregion,europe
Baldersby,983,4,2,2,1,Z15 - Urviksten,naval_supplies,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,naugsvol_area,gerudian_coast_region,gerudia_superregion,europe
Urviksten,984,9,3,3,3,Z15 - Urviksten,iron,vrorensbay,hills,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,esfjall_area,gerudian_coast_region,gerudia_superregion,europe
Giants_Manse,985,7,3,3,2,Z13 - Redgarhavn,fish,vrorensbay,coastline,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,arctic,severe_winter,no_monsoon,giants_manse_area,gerudian_coast_region,gerudia_superregion,europe
Esfjall,986,3,1,1,1,Z15 - Urviksten,wool,vrorensbay,forest,skaldhyrric_faith,Same religion,olavish,Same culture,True,True,temperate,severe_winter,no_monsoon,esfjall_area,gerudian_coast_region,gerudia_superregion,europe
Giantsmarch,987,3,1,1,1,None,unknown,vrorensbay,forest,old_dookan,N/A,gray_orc,N/A,False,True,temperate,severe_winter,no_monsoon,northern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Myrk,988,3,1,1,1,None,unknown,vrorensbay,forest,old_dookan,N/A,gray_orc,N/A,False,False,temperate,severe_winter,no_monsoon,northern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Giants_Tears,989,3,1,1,1,None,unknown,vrorensbay,forest,old_dookan,N/A,gray_orc,N/A,False,False,temperate,severe_winter,no_monsoon,northern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Jotunsob,990,10,2,2,4,Z18 - Frozenmaw,fur,vrorensbay,forest,old_dookan,Same religion,gray_orc,Same culture,False,False,temperate,severe_winter,no_monsoon,southern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Jawud,991,3,2,1,1,Z19 - Broken Jaw,unknown,vrorensbay,forest,old_dookan,Same religion,gray_orc,Same culture,False,False,temperate,severe_winter,no_monsoon,southern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Outer_Dwaroval,992,3,1,1,1,None,unknown,vrorensbay,forest,old_dookan,N/A,gray_orc,N/A,False,False,temperate,severe_winter,no_monsoon,southern_giants_tears_area,gerudian_coast_region,gerudia_superregion,europe
Knarhatt,993,3,1,1,1,Z10 - Revrhavn,fish,serpentshead,coastline,skaldhyrric_faith,Same religion,west_dalr,Same culture,True,True,temperate,normal_winter,no_monsoon,revrland_area,dalr_region,gerudia_superregion,europe
Brutnord,994,3,2,1,1,Z17 - Obrtrol,fish,serpentshead,mountain,mountain_watchers,Same religion,fjord_troll,Same culture,True,True,temperate,severe_winter,no_monsoon,dalrfjall_area,dalr_region,gerudia_superregion,europe
Murtrhol,995,12,4,4,4,Z17 - Obrtrol,iron,serpentshead,mountain,mountain_watchers,Same religion,fjord_troll,Same culture,True,True,arctic,severe_winter,no_monsoon,dalrfjall_area,dalr_region,gerudia_superregion,europe
Thurrsbol,996,7,3,3,2,Z17 - Obrtrol,fish,serpentshead,hills,mountain_watchers,Same religion,fjord_troll,Same culture,True,True,arctic,severe_winter,no_monsoon,dalrfjall_area,dalr_region,gerudia_superregion,europe
Eikodr,997,9,4,3,3,Z08 - Bjarnrik,cloth,serpentshead,grasslands,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,True,temperate,normal_winter,no_monsoon,varheim_area,dalr_region,gerudia_superregion,europe
Elgrbeiting,998,3,2,1,1,Z08 - Bjarnrik,fur,serpentshead,hills,skaldhyrric_faith,Same religion,west_dalr,Same culture group,True,False,temperate,severe_winter,no_monsoon,blodfjell_area,dalr_region,gerudia_superregion,europe
Allt,999,3,1,1,1,Z17 - Obrtrol,fish,serpentshead,coastline,mountain_watchers,Same religion,fjord_troll,Same culture,True,True,arctic,severe_winter,no_monsoon,dalrfjall_area,dalr_region,gerudia_superregion,europe
Dukklbjarg,1000,3,1,1,1,Z17 - Obrtrol,fish,serpentshead,hills,mountain_watchers,Same religion,fjord_troll,Same culture,True,True,temperate,severe_winter,no_monsoon,dalrfjall_area,dalr_region,gerudia_superregion,europe
Lonely_Isle,1001,3,1,1,1,None,unknown,dragon_coast,coastline,N/A,N/A,N/A,N/A,False,True,temperate,normal_winter,no_monsoon,lonely_isle_area,dragon_coast_region,western_cannor_superregion,europe
Scadhimeial,1002,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,northern_bluff_area,endralliande_region,ruin_proper_superregion,north_america
Arbrinne,1003,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,northern_bluff_area,endralliande_region,ruin_proper_superregion,north_america
Rubenshore,1004,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,northern_bluff_area,endralliande_region,ruin_proper_superregion,north_america
Bristentir,1005,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,red_harbor_area,endralliande_region,ruin_proper_superregion,north_america
Jercel,1006,4,2,2,1,None,unknown,ruined_sea,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,red_harbor_area,endralliande_region,ruin_proper_superregion,north_america
Aransilvar,1007,3,1,1,1,None,unknown,ruined_sea,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,red_harbor_area,endralliande_region,ruin_proper_superregion,north_america
Marbeloch,1008,3,1,1,1,None,unknown,ruined_sea,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,seaway_corridor_area,endralliande_region,ruin_proper_superregion,north_america
Endrals_Reach,1009,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,seaway_corridor_area,endralliande_region,ruin_proper_superregion,north_america
Cymcost,1010,3,1,1,1,None,unknown,banished_isles,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,hazelands_area,endralliande_region,ruin_proper_superregion,north_america
Rhaedemele,1011,3,1,1,1,None,unknown,banished_isles,jungle,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,vestige_coast_area,endralliande_region,ruin_proper_superregion,north_america
Lunsunvars,1012,4,1,2,1,None,unknown,sella,woods,weeping_mother,N/A,bloodfeeders,N/A,False,False,temperate,normal_winter,no_monsoon,moonblood_forest_area,bloodgroves_region,ruin_proper_superregion,north_america
Imeldubast,1013,6,2,2,2,None,unknown,sella,grasslands,weeping_mother,N/A,kwineh,N/A,False,True,temperate,normal_winter,no_monsoon,south_dalairey_coast_area,bloodgroves_region,ruin_proper_superregion,north_america
Fiorcog,1014,4,1,2,1,None,unknown,sella,grasslands,weeping_mother,N/A,kwineh,N/A,False,True,temperate,normal_winter,no_monsoon,south_dalairey_coast_area,bloodgroves_region,ruin_proper_superregion,north_america
Sella,1015,7,2,3,2,None,unknown,sella,farmlands,weeping_mother,N/A,kwineh,N/A,False,True,temperate,normal_winter,no_monsoon,bloodbrook_area,bloodgroves_region,ruin_proper_superregion,north_america
Kwinehkost,1016,9,3,3,3,G05 - Kwineh,unknown,sella,farmlands,weeping_mother,Same religion,kwineh,Same culture,False,True,temperate,normal_winter,no_monsoon,bloodbrook_area,bloodgroves_region,ruin_proper_superregion,north_america
Pointy_End,1017,3,2,1,1,None,unknown,ruined_sea,grasslands,N/A,N/A,N/A,N/A,False,True,temperate,no_winter,no_monsoon,great_tussock_area,ruined_isles_region,ruin_proper_superregion,south_america
Bushwall,1018,3,1,1,1,None,unknown,sella,woods,dotimism,N/A,boek,N/A,False,False,temperate,mild_winter,no_monsoon,cestirmark_area,trollsbay_region,ruin_proper_superregion,north_america
Vincenton,1019,3,1,1,1,None,unknown,sella,grasslands,dotimism,N/A,boek,N/A,False,True,temperate,no_winter,no_monsoon,vincenton_area,trollsbay_region,ruin_proper_superregion,north_america
Trollsbridge,1020,3,1,1,1,None,unknown,trollsbay,grasslands,dotimism,N/A,boek,N/A,False,True,temperate,no_winter,no_monsoon,vincenton_area,trollsbay_region,ruin_proper_superregion,north_america
Tehaneksom,1021,3,1,1,1,G40 - Tehanek,livestock,trollsbay,woods,dotimism,Same religion,boek,Same culture,False,True,temperate,no_winter,no_monsoon,tahaneksom_area,trollsbay_region,ruin_proper_superregion,north_america
